ID,SimplifiedChinese
QUEST_RAT_4_5_QUESTINFODATA_TITLE,"羁押锁链"
QUEST_RAT_4_6_QUESTINFODATA_ACTIONS_0_ACTIONTEXT,"召集怀尔德，制造一个可怕的预兆。"
QUEST_RAT_4_6_QUESTINFODATA_ACTIONS_0_DEFAULTOUTCOME_JOURNALTEXT,"怀尔德本来可以提供帮助，但他却选择忽略我们勇士的请求。会议结束了，我们的勇士被迫逃离，行动失败。"
QUEST_RAT_4_6_QUESTINFODATA_ACTIONS_0_DEFAULTOUTCOME_OUTCOMETEXT,"怀尔德忽略你的呼救，你只能看着这两个家族形成一个联盟，而这只会扰乱鼠族。"
QUEST_RAT_4_6_QUESTINFODATA_ACTIONS_0_TESTSUCCESSOUTCOME_JOURNALTEXT,"正是怀尔德解决了这个问题：天空变成可怕的血红色，暗示着可怕的凶兆。联盟结束了。"
QUEST_RAT_4_6_QUESTINFODATA_ACTIONS_0_TESTSUCCESSOUTCOME_OUTCOMETEXT,"怀尔德将天空变成了红色。兔子和熊都被吓坏了，意识到也许怀尔德不赞成他们联盟。"
QUEST_RAT_4_6_QUESTINFODATA_ACTIONS_1_ACTIONTEXT,"扰乱会议，推迟联盟。"
QUEST_RAT_4_6_QUESTINFODATA_ACTIONS_1_DEFAULTOUTCOME_JOURNALTEXT,"我们的勇士冲巨石阵，迫使两族暂停会议。遗憾的是，两个家族之间的结盟仍然不可避免。"
QUEST_RAT_4_6_QUESTINFODATA_ACTIONS_1_DEFAULTOUTCOME_OUTCOMETEXT,"你走进圈里，给熊和兔子都来了一场突袭。会议暂停了，但你知道这只是拖延了他们不可避免的联盟。"
QUEST_RAT_4_6_QUESTINFODATA_ACTIONS_2_ACTIONTEXT,"“我能证明这些部族不适宜联盟。让我来。”"
QUEST_RAT_4_6_QUESTINFODATA_ACTIONS_2_DEFAULTOUTCOME_JOURNALTEXT,"多亏硬币大师详尽收集两个部族之间不守信义的证据，他们的联盟被打破了。"
QUEST_RAT_4_6_QUESTINFODATA_ACTIONS_2_DEFAULTOUTCOME_OUTCOMETEXT,"硬币大师扰乱了悬赏暗杀的领赏会议，挑拨了两个部族。两个部族分道扬镳。"
QUEST_RAT_4_6_QUESTINFODATA_ACTIONS_3_ACTIONTEXT,"潜行靠近并探听"
QUEST_RAT_4_6_QUESTINFODATA_ACTIONS_3_DEFAULTOUTCOME_JOURNALTEXT,"尾随和欺骗是老鼠的专长！我们的勇士悄悄接近并探听一番。他们的计划现在发挥不了作用。"
QUEST_RAT_4_6_QUESTINFODATA_ACTIONS_3_DEFAULTOUTCOME_OUTCOMETEXT,"发光的镜子斗篷让你靠近会议。你听到的秘密将在以后有所用处。"
QUEST_RAT_4_6_QUESTINFODATA_ACTIONS_4_ACTIONTEXT,"“真的吗？即使在疾行兔被清除后？”"
QUEST_RAT_4_6_QUESTINFODATA_ACTIONS_4_DEFAULTOUTCOME_JOURNALTEXT,"自从有记录起，熊族和兔族一直互相为敌。所有他们需要的是一个提醒，而诗人就是这样一个提醒者。"
QUEST_RAT_4_6_QUESTINFODATA_ACTIONS_4_DEFAULTOUTCOME_OUTCOMETEXT,"你的诗人走上前去，熊族对兔族施暴的故事在他嘴里演绎得滔滔不绝。在这次提醒之后，谈判破裂了。"
QUEST_RAT_4_6_QUESTINFODATA_ENCOUNTERTEXT,"你注意到，熊族和兔族的当地首领在安静地交谈着，语气十分友好。这肯定不行。"
QUEST_RAT_4_6_QUESTINFODATA_JOURNALENCOUNTERTEXT,"我们的勇士在巨石阵周围爬行着。熊和兔子在那里语气友好地交谈着——这是盟友间说话的语气。要制止这一切。"
QUEST_RAT_4_6_QUESTINFODATA_JOURNALRUMOURTEXT,"我们的勇士听传言称，熊族和兔族正在酝酿着达成结盟。如果这是真的，那它对鼠族而言可能意味着一场灾难。"
QUEST_RAT_4_6_QUESTINFODATA_RUMOURTEXT,"我听说兔族和熊族正计划在附近召开一次秘密会议。可能要达成结盟？你应该了解它们要做什么。"
QUEST_RAT_4_6_QUESTINFODATA_TITLE,"家族共谋"
QUEST_RAT_4_7_QUESTINFODATA_ACTIONS_0_ACTIONTEXT,"偷偷穿过城堡并杀死狼。"
QUEST_RAT_4_7_QUESTINFODATA_ACTIONS_0_DEFAULTOUTCOME_JOURNALTEXT,"虽然计划很健全，但我们勇士的战斗技能却并非如此。狼族轻易占了上风，<hero_name>被迫逃离。"
QUEST_RAT_4_7_QUESTINFODATA_ACTIONS_0_DEFAULTOUTCOME_OUTCOMETEXT,"不幸的是，狼很快发现了你，以其家族臭名昭著的愤怒对你进行合击。你逃离城堡，这次行动以失败告终。"
QUEST_RAT_4_7_QUESTINFODATA_ACTIONS_0_TESTSUCCESSOUTCOME_JOURNALTEXT,"该计划涉及刀剑——许多刀剑。<hero_name>爬过古堡，杀死了每一条狼，直到无一活口。"
QUEST_RAT_4_7_QUESTINFODATA_ACTIONS_0_TESTSUCCESSOUTCOME_OUTCOMETEXT,"你的猛攻迅速而无声，如这寂静的夜晚一般，没有一只狼幸免于此。城堡和里面的宝藏都是你的。"
QUEST_RAT_4_7_QUESTINFODATA_ACTIONS_1_ACTIONTEXT,"对狼族让步。"
QUEST_RAT_4_7_QUESTINFODATA_ACTIONS_1_DEFAULTOUTCOME_JOURNALTEXT,"我们的勇士通过展示其力量，给狼下了最后通牒：要么分享利润，要么死。狼非常感谢地接受了。"
QUEST_RAT_4_7_QUESTINFODATA_ACTIONS_1_DEFAULTOUTCOME_OUTCOMETEXT,"当你确信狼能看见你时，你提出让它们交出城堡一半的收入，才能放了它们。它们很高兴，接受了协议。"
QUEST_RAT_4_7_QUESTINFODATA_ACTIONS_2_ACTIONTEXT,"将御盾作为你的防御冲击城堡。"
QUEST_RAT_4_7_QUESTINFODATA_ACTIONS_2_DEFAULTOUTCOME_JOURNALTEXT,"在任何其他情况下，冲击这座城堡都是最不明智的。但御盾防止我们的勇士受到任何伤害。"
QUEST_RAT_4_7_QUESTINFODATA_ACTIONS_2_DEFAULTOUTCOME_OUTCOMETEXT,"狼的打击从你的盾牌反弹开去，毫无作用，你设法将其从城堡清理出去而不至于造成这么多损坏。"
QUEST_RAT_4_7_QUESTINFODATA_ACTIONS_3_ACTIONTEXT,"“他们什么也不知道。”"
QUEST_RAT_4_7_QUESTINFODATA_ACTIONS_3_DEFAULTOUTCOME_JOURNALTEXT,"开一个赌场比狼知道的复杂得多。他们被迫寻求帮助，商人要收取费用的帮助。"
QUEST_RAT_4_7_QUESTINFODATA_ACTIONS_3_DEFAULTOUTCOME_OUTCOMETEXT,"商人在你身边，你靠了过去。狼不知道如何经营一家赌场。他们为你提供一个经营这个地方的机会，而你暗中抢劫他们。"
QUEST_RAT_4_7_QUESTINFODATA_ACTIONS_4_ACTIONTEXT,"“我们随时可以搞垮城堡。”"
QUEST_RAT_4_7_QUESTINFODATA_ACTIONS_4_DEFAULTOUTCOME_JOURNALTEXT,"这个赌场已经开了很多年，但不会永远开下去。在矿工的帮助下，我们的勇士搞垮了它。一举歼灭。"
QUEST_RAT_4_7_QUESTINFODATA_ACTIONS_4_DEFAULTOUTCOME_OUTCOMETEXT,"摧毁赌场好过落入狼手。在矿工的帮助下，你削弱了主要的支柱。它垮塌下来，全军覆没。"
QUEST_RAT_4_7_QUESTINFODATA_ENCOUNTERTEXT,"你站在古堡遗址前面，这里正是鼠族隐藏的赌博帝国所在地——尽管现在已经由狼族掌管。"
QUEST_RAT_4_7_QUESTINFODATA_JOURNALENCOUNTERTEXT,"但问题是怎么做？狼族日夜守卫着古堡及其庭院。<hero_name>需要制定一项计划。"
QUEST_RAT_4_7_QUESTINFODATA_JOURNALRUMOURTEXT,"森林赌场曾属于鼠族...直到后来被狼族占领。我们的勇士决定收回它。"
QUEST_RAT_4_7_QUESTINFODATA_RUMOURTEXT,"有传言称鼠族在森林深处的一座古老赌场被狼族占领了。你的上级希望你把它重新夺回来。"
QUEST_RAT_4_7_QUESTINFODATA_TITLE,"赌场"
QUEST_RAT_4_8_QUESTINFODATA_ACTIONS_0_ACTIONTEXT,"证明鼠族值得登上王座。把它们全部杀死。"
QUEST_RAT_4_8_QUESTINFODATA_ACTIONS_0_DEFAULTOUTCOME_JOURNALTEXT,"我们的勇士遭遇刺客围攻，四面楚歌，成功的机会很小。多亏了高高的草丛，我们的勇士得以在其掩护下逃离死亡。"
QUEST_RAT_4_8_QUESTINFODATA_ACTIONS_0_DEFAULTOUTCOME_OUTCOMETEXT,"你的突袭未起作用，很快就负伤了。你将它们带入高高的草丛中，使它们迷了路，但这也只有在你扔了一些黄金，转移了它们的注意力之后。"
QUEST_RAT_4_8_QUESTINFODATA_ACTIONS_0_TESTSUCCESSOUTCOME_JOURNALTEXT,"熊和狼迅速倒在了我们勇士闪烁的利刃下，但是兔子却逃走了——以支持当地一名勇士换取自己的性命。"
QUEST_RAT_4_8_QUESTINFODATA_ACTIONS_0_TESTSUCCESSOUTCOME_OUTCOMETEXT,"飞出匕首，首先结束了熊的性命。接下来死的是狼，但是兔子却以提供一枚追随者的卡牌来换取她的性命。"
QUEST_RAT_4_8_QUESTINFODATA_ACTIONS_1_ACTIONTEXT,"在高高的草丛中躲避刺客。"
QUEST_RAT_4_8_QUESTINFODATA_ACTIONS_1_DEFAULTOUTCOME_JOURNALTEXT,"我们的勇士在战斗开始时就知道这是一场必败之仗，因而便消失在了高高的草丛中，躲避刺客的追杀，并逃出陷阱。"
QUEST_RAT_4_8_QUESTINFODATA_ACTIONS_1_DEFAULTOUTCOME_OUTCOMETEXT,"你抿嘴一笑，迅速躲进高高的草丛中，完全消失不见。你很幸运活着逃离!"
QUEST_RAT_4_8_QUESTINFODATA_ACTIONS_2_ACTIONTEXT,"“这些傻瓜毫无生机。”"
QUEST_RAT_4_8_QUESTINFODATA_ACTIONS_2_DEFAULTOUTCOME_JOURNALTEXT,"但是，狂战士不是有意逃避埋伏。他的斧头轻松砍倒三个刺客，拯救了我们勇士的生命。"
QUEST_RAT_4_8_QUESTINFODATA_ACTIONS_2_DEFAULTOUTCOME_OUTCOMETEXT,"狂战士向前进，他的斧头马上击倒了恐惧的熊。狼和兔子试图逃走，但没逃多远。"
QUEST_RAT_4_8_QUESTINFODATA_ACTIONS_3_ACTIONTEXT,"向他们展示真正的力量"
QUEST_RAT_4_8_QUESTINFODATA_ACTIONS_3_DEFAULTOUTCOME_JOURNALTEXT,"我们勇士的乌鸦嘴匕首发挥出自己的实力。<hero_name>干掉了刺客，证明鼠族才是斗篷和匕首的主人。"
QUEST_RAT_4_8_QUESTINFODATA_ACTIONS_3_DEFAULTOUTCOME_OUTCOMETEXT,"没有野兽比老鼠更胜任刺客。你招手示意他们过来，然后用乌鸦嘴匕首攻击。他们倒下。你利用了他们的力量。 "
QUEST_RAT_4_8_QUESTINFODATA_ACTIONS_4_ACTIONTEXT,"召唤怀尔德保护你"
QUEST_RAT_4_8_QUESTINFODATA_ACTIONS_4_DEFAULTOUTCOME_JOURNALTEXT,"刺客被我们勇士的怀尔德护身符挫败。借助它的力量，<hero_name>才得以逃脱。"
QUEST_RAT_4_8_QUESTINFODATA_ACTIONS_4_DEFAULTOUTCOME_OUTCOMETEXT,"怀尔德不会让这种非正义继续下去。当你举起护身符时它做出了反应，掀起浓厚的雾气让你逃脱。"
QUEST_RAT_4_8_QUESTINFODATA_ENCOUNTERTEXT,"你感觉并不是你自己一个人在平原上行走，很快你发现自己被狼、兔子和熊刺客包围!"
QUEST_RAT_4_8_QUESTINFODATA_JOURNALENCOUNTERTEXT,"熊是第一个暴露自己的，狼和兔子躲在附近。我们的勇士需要迅速采取行动，以摆脱伏击!"
QUEST_RAT_4_8_QUESTINFODATA_JOURNALRUMOURTEXT,"其他家族正使出非常手段——它们最优秀的刺客已联手，蓄谋在开阔的平原上杀死我们的勇士。"
QUEST_RAT_4_8_QUESTINFODATA_RUMOURTEXT,"盛传兔族、熊族和狼族多名刺客组成了一个联盟，打算在这些平原上的某个地方结束你的性命。"
QUEST_RAT_4_8_QUESTINFODATA_TITLE,"平原上的伏击"
QUEST_RAT_4_9_QUESTINFODATA_ACTIONS_0_ACTIONTEXT,"抽出你的剑，与恶魔对抗。"
QUEST_RAT_4_9_QUESTINFODATA_ACTIONS_0_DEFAULTOUTCOME_JOURNALTEXT,"是贝恩！我们的勇士虽然勇猛善战，但腐化的化身太强大，难以摧毁，我们的勇士被迫逃离。"
QUEST_RAT_4_9_QUESTINFODATA_ACTIONS_0_DEFAULTOUTCOME_OUTCOMETEXT,"你发现是贝恩在黑暗中追杀你!它以纯腐化的力量连续猛烈击打着你，你惊恐万分，被迫撤离。"
QUEST_RAT_4_9_QUESTINFODATA_ACTIONS_0_TESTSUCCESSOUTCOME_JOURNALTEXT,"是贝恩！我们的勇士依靠蛮力将它打倒，不仅杀死了它，还赢得了冒险者的忠诚。"
QUEST_RAT_4_9_QUESTINFODATA_ACTIONS_0_TESTSUCCESSOUTCOME_OUTCOMETEXT,"邪恶的贝恩虽有惊人的技能，但还是很快就倒在了您的利剑之下。你搜索着受害者，在它们的财产中找到了一枚追随者的卡牌。"
QUEST_RAT_4_9_QUESTINFODATA_ACTIONS_1_ACTIONTEXT,"抢劫最近的金库并逃离。"
QUEST_RAT_4_9_QUESTINFODATA_ACTIONS_1_DEFAULTOUTCOME_JOURNALTEXT,"我们的勇士知道，最好尽量避免与古老的邪恶对抗。在抢劫了附近一座金库之后，他们安然无恙地逃出了城堡主楼。"
QUEST_RAT_4_9_QUESTINFODATA_ACTIONS_1_DEFAULTOUTCOME_OUTCOMETEXT,"如果没有必要的话，在周围逗留也没有意义!你打开最近的宝库，抓起里面最明亮的一个宝物逃走了。"
QUEST_RAT_4_9_QUESTINFODATA_ACTIONS_2_ACTIONTEXT,"高高举起贝恩之爪。在战斗开始之前就结束它。"
QUEST_RAT_4_9_QUESTINFODATA_ACTIONS_2_DEFAULTOUTCOME_JOURNALTEXT,"幸运的是，我们的勇士举起了传说中的贝恩之爪，迫使迷失的怪异恐怖保持回到黑暗中，一劳永逸。"
QUEST_RAT_4_9_QUESTINFODATA_ACTIONS_2_DEFAULTOUTCOME_OUTCOMETEXT,"你举起爪子，稳住自己的阵脚。当邪恶的贝恩转过角落时，它发出嘶嘶声和尖叫声，消失在黑云中。"
QUEST_RAT_4_9_QUESTINFODATA_ACTIONS_3_ACTIONTEXT,"“啊！”"
QUEST_RAT_4_9_QUESTINFODATA_ACTIONS_3_DEFAULTOUTCOME_JOURNALTEXT,"傻瓜经历过很多征途，看到深处的怪物原来是最后一根稻草。他哭喊得那么大声，野兽逃走了。"
QUEST_RAT_4_9_QUESTINFODATA_ACTIONS_3_DEFAULTOUTCOME_OUTCOMETEXT,"你的傻瓜发出尖叫。幸运的是，声音足以让动物生畏。你有时间去劫掠最近的箱子并逃走。"
QUEST_RAT_4_9_QUESTINFODATA_ENCOUNTERTEXT,"你穿过这个邪恶的地方时，曲折的走廊里响起令人难忘的颂歌。一个黑暗的威胁在前方黑暗里蠢蠢欲动..."
QUEST_RAT_4_9_QUESTINFODATA_JOURNALENCOUNTERTEXT,"在城堡主楼深处，我们的勇士发现了一处由迷宫弯弯曲曲的通道和上锁的门构成的阴湿迷宫...里面还有一些其他东西。一个阴险的邪恶苏醒了!"
QUEST_RAT_4_9_QUESTINFODATA_JOURNALRUMOURTEXT,"鼠族一座古老的城堡主楼深埋于地下已有多个世代。<hero_name>将是几个世纪以来第一个打开城堡主楼大门的勇士。"
QUEST_RAT_4_9_QUESTINFODATA_RUMOURTEXT,"长期有传言称阿门罗一座被遗忘的城堡主楼里有一个疯狂的多面手。找到它，看看里面藏有什么宝藏。"
QUEST_RAT_4_9_QUESTINFODATA_TITLE,"藏匿深处的贝恩"
QUEST_RAT_5_1_QUESTINFODATA_ACTIONS_0_ACTIONTEXT,"进入宫殿墙壁。"
QUEST_RAT_5_1_QUESTINFODATA_ACTIONS_0_DEFAULTOUTCOME_JOURNALTEXT,"<hero_name>滑过一个秘密通道，进入宫殿。王座和它疯狂的占有者终于触手可及。"
QUEST_RAT_5_1_QUESTINFODATA_ACTIONS_0_DEFAULTOUTCOME_OUTCOMETEXT,"你悄声进入宫殿，前面就是去见国王的路。你的征途结束了。夺取阿门罗的王座的征途。"
QUEST_RAT_5_1_QUESTINFODATA_ENCOUNTERTEXT,"故宫的顶尖直耸云霄。你的入口只有雕琢细致的园林隐藏着：一个微微打开的金属栅栏。"
QUEST_RAT_5_1_QUESTINFODATA_JOURNALENCOUNTERTEXT,"宫殿高墙抵御着军队、间谍和刺客对阿门罗国王的攻击——但这并不会阻止鼠族。"
QUEST_RAT_5_1_QUESTINFODATA_JOURNALRUMOURTEXT,"鼠族的特工已经为我们的勇士找到一个跨过宫殿众多危险的安全通道——一个直接通往国王王座的通道。"
QUEST_RAT_5_1_QUESTINFODATA_RUMOURTEXT,"鼠族发现了国王的抵御方面的弱点——鼠族夺取王座的时机到了！"
QUEST_RAT_5_1_QUESTINFODATA_TITLE,"最终的战役"
QUEST_RAT_PROLOGUE_1_QUESTINFODATA_ACTIONS_0_ACTIONTEXT,"吹响鼠族之曲。"
QUEST_RAT_PROLOGUE_1_QUESTINFODATA_ACTIONS_0_DEFAULTOUTCOME_JOURNALTEXT,""
QUEST_RAT_PROLOGUE_1_QUESTINFODATA_ACTIONS_0_DEFAULTOUTCOME_OUTCOMETEXT,""
QUEST_RAT_PROLOGUE_1_QUESTINFODATA_ACTIONS_0_TESTSUCCESSOUTCOME_JOURNALTEXT,"<hero_name> 吹一首古老的鼠族歌曲，引诱躲藏在阴影中的间谍大师。他们的争夺可以开始。"
QUEST_RAT_PROLOGUE_1_QUESTINFODATA_ACTIONS_0_TESTSUCCESSOUTCOME_OUTCOMETEXT,"你选了一首不太清楚的歌曲。只有认真听，才会知道是什么歌。刚吹了一会儿，间谍大师就坐在了你的旁边。"
QUEST_RAT_PROLOGUE_1_QUESTINFODATA_ACTIONS_1_ACTIONTEXT,""
QUEST_RAT_PROLOGUE_1_QUESTINFODATA_ACTIONS_1_DEFAULTOUTCOME_JOURNALTEXT,""
QUEST_RAT_PROLOGUE_1_QUESTINFODATA_ACTIONS_1_DEFAULTOUTCOME_OUTCOMETEXT,""
QUEST_RAT_PROLOGUE_1_QUESTINFODATA_ENCOUNTERTEXT,"城市热闹非凡。你进入酒馆，环顾四周。这里有许多人，但是你一个都没见过。间谍大师不在。"
QUEST_RAT_PROLOGUE_1_QUESTINFODATA_JOURNALENCOUNTERTEXT,"在拿到奖金后，我们的勇士进入了南岸。他们不知道从哪里开始搜索间谍，于是，他们去了酒馆。"
QUEST_RAT_PROLOGUE_1_QUESTINFODATA_JOURNALRUMOURTEXT,"<hero_name> 向宫殿进发。他们有两个目标。拿到塞恩头上的奖金，并找到间谍大师。"
QUEST_RAT_PROLOGUE_1_QUESTINFODATA_RUMOURTEXT,"你有自己的顺序。间谍大师正在南岸等你。"
QUEST_RAT_PROLOGUE_1_QUESTINFODATA_TITLE,"鼠族之声"
QUEST_RAT_PROLOGUE_2_QUESTINFODATA_ACTIONS_0_ACTIONTEXT,"从他身旁溜过去。"
QUEST_RAT_PROLOGUE_2_QUESTINFODATA_ACTIONS_0_DEFAULTOUTCOME_JOURNALTEXT,""
QUEST_RAT_PROLOGUE_2_QUESTINFODATA_ACTIONS_0_DEFAULTOUTCOME_OUTCOMETEXT,""
QUEST_RAT_PROLOGUE_2_QUESTINFODATA_ACTIONS_0_TESTSUCCESSOUTCOME_JOURNALTEXT,"谁也不会看到老鼠。我们的勇士爬过愚蠢的守卫。无论塞恩的计划是什么，默丘里奥都会知道。"
QUEST_RAT_PROLOGUE_2_QUESTINFODATA_ACTIONS_0_TESTSUCCESSOUTCOME_OUTCOMETEXT,"你是月光下的一个阴影。他没有看到你溜过去，尽管近的可以摸到你。接头人，即矿工，笑着让你进去。"
QUEST_RAT_PROLOGUE_2_QUESTINFODATA_ACTIONS_1_ACTIONTEXT,"给接头人发信号"
QUEST_RAT_PROLOGUE_2_QUESTINFODATA_ACTIONS_1_DEFAULTOUTCOME_JOURNALTEXT,"我们的勇士不能亲自见到接头人，但他们还是得以通过使用类似情报点的地方获得了消息。"
QUEST_RAT_PROLOGUE_2_QUESTINFODATA_ACTIONS_1_DEFAULTOUTCOME_OUTCOMETEXT,"点燃小火花让接头人知道你在。她回复信号，然后扔下一封信。这是一个情报点。你掌握了消息。"
QUEST_RAT_PROLOGUE_2_QUESTINFODATA_ENCOUNTERTEXT,"城市宵禁实际上是在傍晚。接头人的放在就在街道对面，但国王的守卫正在街道前面巡逻。"
QUEST_RAT_PROLOGUE_2_QUESTINFODATA_JOURNALENCOUNTERTEXT,"尽管我们的勇士顺利地来到聚落，但聚落正在实行宵禁。国王的一支卫队正在街上巡逻。"
QUEST_RAT_PROLOGUE_2_QUESTINFODATA_JOURNALRUMOURTEXT,"我们的勇士的间谍大师已经跟踪着腐化文物到了冬角山。我们的勇士向这里进发。"
QUEST_RAT_PROLOGUE_2_QUESTINFODATA_RUMOURTEXT,"间谍大师已经跟踪着被偷的腐化工具到了冬角山。她在城市的一名情报员对这些山了如指掌。"
QUEST_RAT_PROLOGUE_2_QUESTINFODATA_TITLE,"追逐阴影"
QUEST_RAT_PROLOGUE_AI_1_QUESTINFODATA_ACTIONS_0_ACTIONTEXT,"QUEST_WOLF_PROLOGUE_AI_1_QUESTINFODATA_ACTIONS_0_ACTIONTEXT"
QUEST_RAT_PROLOGUE_AI_1_QUESTINFODATA_ACTIONS_0_DEFAULTOUTCOME_JOURNALTEXT,"QUEST_WOLF_PROLOGUE_AI_1_QUESTINFODATA_ACTIONS_0_DEFAULTOUTCOME_JOURNALTEXT"
QUEST_RAT_PROLOGUE_AI_1_QUESTINFODATA_ACTIONS_0_DEFAULTOUTCOME_OUTCOMETEXT,"QUEST_WOLF_PROLOGUE_AI_1_QUESTINFODATA_ACTIONS_0_DEFAULTOUTCOME_OUTCOMETEXT"
QUEST_RAT_PROLOGUE_AI_1_QUESTINFODATA_ACTIONS_0_TESTSUCCESSOUTCOME_JOURNALTEXT,"QUEST_WOLF_PROLOGUE_AI_1_QUESTINFODATA_ACTIONS_0_TESTSUCCESSOUTCOME_JOURNALTEXT"
QUEST_RAT_PROLOGUE_AI_1_QUESTINFODATA_ACTIONS_0_TESTSUCCESSOUTCOME_OUTCOMETEXT,"QUEST_WOLF_PROLOGUE_AI_1_QUESTINFODATA_ACTIONS_0_TESTSUCCESSOUTCOME_OUTCOMETEXT"
QUEST_RAT_PROLOGUE_AI_1_QUESTINFODATA_ENCOUNTERTEXT,"QUEST_WOLF_PROLOGUE_AI_1_QUESTINFODATA_ENCOUNTERTEXT"
QUEST_RAT_PROLOGUE_AI_1_QUESTINFODATA_JOURNALENCOUNTERTEXT,"QUEST_WOLF_PROLOGUE_AI_1_QUESTINFODATA_JOURNALENCOUNTERTEXT"
QUEST_RAT_PROLOGUE_AI_1_QUESTINFODATA_JOURNALRUMOURTEXT,"QUEST_WOLF_PROLOGUE_AI_1_QUESTINFODATA_JOURNALRUMOURTEXT"
QUEST_RAT_PROLOGUE_AI_1_QUESTINFODATA_RUMOURTEXT,"QUEST_WOLF_PROLOGUE_AI_1_QUESTINFODATA_RUMOURTEXT"
QUEST_RAT_PROLOGUE_AI_1_QUESTINFODATA_TITLE,"QUEST_WOLF_PROLOGUE_AI_1_QUESTINFODATA_TITLE"
QUEST_REWARD_FULL_HEAL,"恢复所有生命值"
QUEST_REWARD_PALACE_ENTRY,"宫殿入口"
QUEST_REWARDS,"奖赏"
QUEST_ROT_2_1_QUESTINFODATA_ACTIONS_0_ACTIONTEXT,"“接受吧。你会需要这种力量。”"
QUEST_ROT_2_1_QUESTINFODATA_ACTIONS_0_DEFAULTOUTCOME_JOURNALTEXT,"大厅深处的危险显而易见。我们勇士的黑暗逐渐进入，却被火与钢逼了回去。很快。他们很快就会返回。"
QUEST_ROT_2_1_QUESTINFODATA_ACTIONS_0_DEFAULTOUTCOME_OUTCOMETEXT,"侍从们根本不是对手。他们倒在了你的剑下。但是，刑讯者头子却用赤热的钢铁将你逼退。你带着伤逃跑了。"
QUEST_ROT_2_1_QUESTINFODATA_ACTIONS_0_TESTSUCCESSOUTCOME_JOURNALTEXT,"黑暗深处，我们的勇士吸收了过去的痛苦中的力量。随着他们的腐化增加，他们花了些时间，让自己遭受痛苦。"
QUEST_ROT_2_1_QUESTINFODATA_ACTIONS_0_TESTSUCCESSOUTCOME_OUTCOMETEXT,"那些没有逃走的倒在了你的面前。你将刑讯者头子放在拷问台上。撕裂他的骨头，让他体会这种讽刺感。"
QUEST_ROT_2_1_QUESTINFODATA_ACTIONS_1_ACTIONTEXT,"杀掉囚犯"
QUEST_ROT_2_1_QUESTINFODATA_ACTIONS_1_DEFAULTOUTCOME_JOURNALTEXT,"火与钢逼退我们的勇士，让他们无法靠近侍从，但却无法拯救囚犯。没有他们，国王的力量将会削弱。"
QUEST_ROT_2_1_QUESTINFODATA_ACTIONS_1_DEFAULTOUTCOME_OUTCOMETEXT,"刑讯者可以自我保护，但不会减慢你的速度。你杀掉了囚犯。让国王在别处找到他的力量。"
QUEST_ROT_2_1_QUESTINFODATA_ACTIONS_2_ACTIONTEXT,"展示玩偶"
QUEST_ROT_2_1_QUESTINFODATA_ACTIONS_2_DEFAULTOUTCOME_JOURNALTEXT,"玩偶自诞生以来就是痛苦的工具。我们的勇士将它给了囚犯。他们造成的痛苦增加了 <hero_name> 的力量。"
QUEST_ROT_2_1_QUESTINFODATA_ACTIONS_2_DEFAULTOUTCOME_OUTCOMETEXT,"刑讯者看到玩偶后咯咯地笑起来。你把玩偶交给他们，他们用玩偶造成的痛苦为你体内的腐化提供了力量。"
QUEST_ROT_2_1_QUESTINFODATA_ACTIONS_3_ACTIONTEXT,"“我知道这个地方。”"
QUEST_ROT_2_1_QUESTINFODATA_ACTIONS_3_DEFAULTOUTCOME_JOURNALTEXT,"陌生人知道房间的布局，带着我们的勇士穿过房间。至于他是怎么知道这些大厅的，<hero_name> 没敢问。"
QUEST_ROT_2_1_QUESTINFODATA_ACTIONS_3_DEFAULTOUTCOME_OUTCOMETEXT,"陌生人的眼神有些冷漠，他带着你通过几个楼内通道，来到一个特殊的观察室。这是国王的房间。你从这里可以吸取能量。"
QUEST_ROT_2_1_QUESTINFODATA_ACTIONS_4_ACTIONTEXT,"“这些都是释放的野兽。”"
QUEST_ROT_2_1_QUESTINFODATA_ACTIONS_4_DEFAULTOUTCOME_JOURNALTEXT,"我们的勇士使用皇家赦免释放了囚犯。<hero_name> 对他们的感谢漠不关心。国王变得越来越弱，这才是重要的事情。"
QUEST_ROT_2_1_QUESTINFODATA_ACTIONS_4_DEFAULTOUTCOME_OUTCOMETEXT,"皇家赦免可以宽恕每个囚犯。随着国王的某个力量来源的消失，他将在最后的战斗中变得弱小。"
QUEST_ROT_2_1_QUESTINFODATA_ENCOUNTERTEXT,"位于<quest_tile>的监狱通常用来囚禁国王的敌人，但这里却有很多的无辜者。当你靠近时，刑讯者头子发出咆哮声。"
QUEST_ROT_2_1_QUESTINFODATA_JOURNALENCOUNTERTEXT,"我们的勇士来到 <quest_tile>。在地牢深处回荡着尖叫声。国王的特工在努力工作着。"
QUEST_ROT_2_1_QUESTINFODATA_JOURNALRUMOURTEXT,"<hero_name> 听到传言说，国王现在从他的刑讯者造成的痛苦中吸取能量。挫败他们可能会削弱他的力量。"
QUEST_ROT_2_1_QUESTINFODATA_RUMOURTEXT,"无辜的野兽正在遭受国王的虐待。据说，他们的痛苦可以为国王提供黑暗力量。或许你可以将此为你所用。"
QUEST_ROT_2_1_QUESTINFODATA_TITLE,"以眼还眼"
QUEST_ROT_2_2_QUESTINFODATA_ACTIONS_0_ACTIONTEXT,"自愿作为管道"
